month	price
2026-01-01	4.575478553771973
2026-02-01	4.092410564422607
2026-03-01	3.389056444168091
2026-04-01	3.4906160831451416
2026-05-01	3.4447731971740723
2026-06-01	3.2485172748565674
2026-07-01	3.1767542362213135
2026-08-01	3.353081464767456
2026-09-01	3.6372146606445312
2026-10-01	3.6736695766448975
2026-11-01	3.778978109359741
2026-12-01	4.967190265655518
